Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
jangetim,derived,b,,FALSE,"military, armed forces",,"armeo, armitaj fortoj, soldatoj","ejército, fuerzas armadas",,,,,,,jange + -tim,,,,
janin,root,b,,TRUE,"fetus, embryo",,feto,"feto, embrión",,,,,,,"Arabisa (جَنِين “janin”), Parsisa (جنین “janin”), Indonesisa (janin), Turkisa (cenin)",,,,
janu,root,b.nenoj,,TRUE,knee; kneel,,genuo; genui,rodilla; arrodillarse,,,,,,jismulogi,"Fransesa (genou), Hindi (जानु “jānu”), Parsisa (زانو “zânu”)",,,,
jao,root,b,,FALSE,"wren, _Troglodytidae_",,"birdreĝo, troglodito","chochín, _Troglodytidae_, saltapared, cucarachero, sotorrey, matraca, matraquita",,,,,,"hewan, piu","Putunhwa (鷦 “jiāo”), Arabisa (صَعْو “ṣaʕw”)",,,,
jara,root,b,,TRUE,neighbor,,najbaro,vecino,,,,,,,"Arabisa (جارة “jara”, الجيران “jiran”), Swahilisa (jirani), Indonesisa (jiran)",,,,
jaradom,derived,b,,FALSE,neighborhood,,"kvartalo, najbaraĵo, najbarejo",vecindario,,,,,,,jara + -dom,,,,
jarden,root,b,,TRUE,garden,,ĝardeno,jardín,,,,,,dom,"Englisa (garden), Fransesa (jardin), Doycisa (Garten), Espanisa (jardín), Pilipinasa (hardin)",,,,
jardenya,derived,b,,FALSE,gardening,,ĝardenado,jardinería,,,,,,,jarden + -ya,,,,
jaribi,root,b.oj,,TRUE,"experiment, trial; experiment, test, try (on), try (out)",,"eksperimento, testo, scienceca provo; eksperimenti, testi, metode provi","intento, prueba, experimento; intentar, probar, experimentar",,,,,,,"Arabisa (جرب “jaraba”), Parsisa (تجربه “tajriba”), Swahilisa (jaribio, -jaribu), Turkisa (tecrübe), Hindi (तजुर्बा “tajurba”)",,,,
jaror,root,b,,TRUE,drawer,,tirkesto,cajón,,,,,,mubile,"Arabisa (جَارُور “jarur”), Englisa (drawer), Hindi (ड्रॉअर “droar”)",,,,
jaru,root,b.oj,,TRUE,broom; sweep,,balailo; balai,escoba; barrer,,,,,,tul,"Parsisa (جارو “jaru”), Hindi (झाड़ू “jaru”), Hangusa (빗자루 “bitjaru”)",,,,
jasusi,root,b.oj,optional prep? no,TRUE,espionage; spy (on),,spionado; spioni,espionaje; espiar,,,,,,profesi,"Arabisa (جاسوس “jasus”), Hindi (जासूस “jasus”), Parsisa (جاسوس “jasus”), Turkisa (casus “jasus”), Swahilisa (jasusi)",,,,
jasusiyen,derived,b,,FALSE,spy,,spiono,espía,,,,,,,jasusi + -yen,,,,
javel,root,b.oj,,FALSE,bleach; bleach,,"hipoklorita akvo, javelakvo, senkolorigilo; senkolorigi, blankigi","lejía, blanqueador, lavandina, cloro, límpido, agua (de) jane, agua de javel, portalina, decol(orante), licor de Labarraque, hipoclorito de sodio, hipoclorito sódico; poner en lejía, pasar por lejía, blanquear, decolorar",,,,,,,"Fransesa (javel, javelliser), Arabisa (مَاء جافيل “ma' javal”), Doycisa (Javelwasser), Parsisa (آب ژاول “ab-e javel”), Rusisa (одежавель “odejavel”, жавельская вода “javelskaya voda”), Azerbayjansa (Javel suyu)",,,,
jawabu,root,b.oj,,TRUE,"answer, reply, response; answer, reply, respond",,respondo; respondi,"respuesta; contestar, responder",,,,,,,"Arabisa (جواب “jawab”), Hindi (जवाब “javaab”), Telugusa (జవాబు “javābu”), Swahilisa (jibu, jawabu), Parsisa (جواب‎ “javâb”), Indonesisa (jawab), Turkisa (cevap)",,,,
jawgu,root,b.oj,optional prep? no,TRUE,"care; care (for), take care (of)",,"prizorgado, vartado; zorgi (pri), varti",cuidado; cuidar,,,,,,,Putunhwa (照顾 “zhàogù”),,,,
jawgudom,derived,b,,FALSE,"daycare, daycare center, daycare facility",,"vartejo, prizorgejo",guardería,,,,,,,jawgu + -dom,,,,
jawheri,root,b,,TRUE,"jewel, gem",,juvelo,joya,,,,,,,"Arabisa (جوهرة “jauhara”), Swahilisa (johari), Indonesisa (jauhar), Turkisa (cevher)",,,,
jawherilari,derived,b,,FALSE,"jewelry, jewellery",,juvelaro,joyería,,,,,,,jawheri + -lari,,,,
jaxa ,derived,f par,,FALSE,(be) about (to),,tujposte,"estar por, estar a punto de",,,,jale,,,ja- + xa,,,,
jaxadin,derived,b,,FALSE,tomorrow,,morgaŭ,mañana,,,,jaledin,,,ja- + xa- + din,,,,
jaxali,derived,t,,FALSE,"next, (the) following, (and) then",,tujposta; tujposte,"siguente, próximo; a continuación",,,,jaleli,,,ja- + xa + -li,,,,
jaxne,root,b.oj,,TRUE,"celebration, observance; celebrate, observe",,"celebrado, festado; celebri. festi",celebración; celebrar,,,,,,,"Hindi (जश्न “jashn”), Parsisa (جشن “jashn”)",,,,
jaxnedin,derived,b,,FALSE,holiday,,festotago,día festivo,,,,,,,jaxne + -din,,,,
jayeza,root,b.oj,,TRUE,"prize, award, reward; award, reward",,"premio, rekompenco; premii, rekompenci","premio; premiar, conceder, otorgar",,,,,,,"Arabisa (جائزة “jayiza”), Parsisa (جایزه “jayeze”)",,,,
jaymu,root,b.oj,,TRUE,debt; owe,,ŝuldo; ŝuldi,deuda; deber,,,,,,ekonomi,"Putunhwa (债务 “jaywu”), Niponsa (債務 “saymu”)",,,,
jaymudo,derived,t,,FALSE,"owed, due",,ŝuldita; ŝuldite,debido (_deuda_),,,,,,,jaymu + -do,,,,
Jazair,proper word,su n,,TRUE,Algeria,,Alĝerio,Argelia,,,,,,dexa,Arabisa (الجزائر‎ “al-Jazā'ir”),,,,
Jazairli ,derived,t,,FALSE,Algerian,,alĝeria,argelino,,,,,,,Jazair + -li,,,,
Jazairyen,derived,b,,FALSE,Algerian,,alĝeriano,argelino (_persona_),,,,,,,Jazair + -yen,,,,
jazu,root,b,,TRUE,jazz,,"ĵazo, ĝazo",_jazz_,,,,,,musika,"Englisa (jazz), Fransesa (jazz), Doycisa (Jazz), Rusisa (джаз “djáz”), Espanisa (jazz), Arabisa (جَاز “jaz”), Hindi (जाज़ “jaz”), Parsisa (جاز “jâz”), Turkisa (caz), Indonesisa (jazz), Pilipinasa (dyas, diyas, jazz), Swahilisa (jazz), Niponsa (ジャズ “jazu”), Hangusa (재즈 “jeju”)",,,,
jebu,root,b,,TRUE,pocket,,poŝo,bolsillo,,,,,,labas,"Hindi (जेब “jeb”), Arabisa (جَيْب “jayb”), Telugusa (జేబు “jebu”), Turkisa (cep), Parsisa (جیب “jib/jeb”)",,,,
jebulampu,derived,b,,FALSE,"flashlight, torch, pocket lamp",,"poŝlampo, manlampo",linterna,,,,,,tul,jebu + lampu,,,,
jedwal,root,b.oj,,FALSE,schedule; schedule,,"horaro, horplano, tempoplano","horario, programa, plan; programar, concertar",,,,,,,"Indonesisa (jadwal), Arabisa (جَدْوَل “jadwal”), Swahilisa (jedwali), Parsisa (جَدْوَل “jadval”), Turkisa (cetvel)",,,,
jegami,root,b,,TRUE,straw,,bajlo,paja,,,,,,,"Putunhwa (秸秆 “jyegan”), Indonesisa (jerami)",,,,
jeksi,root,b.oj,,TRUE,"injection, drawing; inject, draw",,"injektado, drenado; injekti, dreni (malinjekti)",punción; punzar (_con jeringa_),,,,,,medis,"Indonesisa (injeksi), Englisa (injection), Fransesa (injection), Doycisa (Injektion), Espanisa (inyección), Rusisa (инъекция “yinyéktsiya”), Pilipinasa (iniksyon), Hindi (इंजक्शन “injakxan”), Arabisa (انژکسیون “anjeksyon”), Telugusa (ఇంజెక్షన్ “injekxan”), Turkisa (enjeksiyon), Parsisa (انژکسیون)",,,,
jeksitul,derived,b,,FALSE,syringe,,"injektilo, enŝprucigilo","jeringa, inyector, inyectora",,,,,,medis,jeksi + -tul,,,,
jelatin,root,b,,TRUE,gelatine,,gelateno,gelatina,,,,,,yamxey,"Englisa (gelatin), Espanisa (gelatina), Fransesa (gélatine), Rusisa (желатин “jelatyín”), Doycisa (Gelatine), Pilipinasa (helatina), Putunhwa (吉利丁 “jiliding”), Hindi (जिलेटिन “jiletin”), Arabisa (جيلاتين “jilatin”), Niponsa (ゼラチン “zeracin”), Telugusa (జెలటిన్ “jelatin”), Turkisa (jelatin), Hangusa (젤라틴 “jellatin”), Parsisa (ژلاتین “jelatin”)",,,,
jenfuku,root,b.oj,,FALSE,conquest; conquer,,konkero; konkeri,conquista; conquistar,,,,,,,"Putunhwa (征服 “jengfu”), Hangusa (정복 “jongbok”), Niponsa (征服 “seyfuku”), Vyetnamsa (chinh phục)",,,,
jeni,root,b.oj,,TRUE,"suggestion, proposal, proposition; suggest, propose",,propono; proponi,"sugerencia, propuesta; proponer, sugerir",,,,,,,"Putunhwa (建议 “jiànyì”), Hangusa (제안 “jean”)",,,,
jenmin,root,b.oj,,TRUE,proof; prove,,pruvo; pruvi,"prueba, comprobante, demostración; probar, comprobar, demostrar",,,,,,,"Putunhwa (证明 “zhèngmíng”), Hangusa (증명 “jeungmyeong”)",,,,
jenminmon,derived,b,,FALSE,evidence,,"pruvaĵo, atestaĵo",evidencia,,,,,,,jenmin + -mon,,,,
jensi,root,b,,TRUE,"gender, sex",,sekso,"género, sexo",,,,,,,"Arabisa (جنس “jins”), Parsisa (جنس “jens”), Turkisa (cins), Swahilisa (jinsia), Indonesisa (jenis)",,,,
jensikal,derived,t,,FALSE,"agender, genderless",,sengenra,"agénero, sin género",,,,,,,jensi + -kal,,,,
jensikwir,derived,t,,FALSE,genderqueer,,genrokvira,_genderqueer_,,,,,,,jensi + kwir,,,,
jento,root,b.oj,,TRUE,"battle, combat; fight, combat",,batalo; batali,"batalla, combate, pelea, lucha; batallar, combatir (contra), pelear, luchar, contender, lidiar",,,,,,,"Putunhwa (战斗 “zhàndòu”), Vyetnamsa (chiến đấu), Hangusa (전투 “jeontu”), Niponsa (戦闘 “sentō”)",,,,
jentotul,derived,b.oj,,FALSE,"weapon, arms; weaponize, arm",,"batalilo, armilo; armi",arma; armar,,,,,,,jento + -tul,,,,
jeruhi,root,b.oj,optional prep? no,TRUE,"surgery, operation; operate (on)",,"ĥirurgio, kirurgio, operacio; operacii","cirugía, operación; operar",,,,,,medis,"Arabisa (جراحة “jiraha”), Parsisa (جراحی “jarahi”), Turkisa (cerrahi), Doycisa (Chirurgie), Espanisa (cirugía), Fransesa (chirurgie), Rusisa (хирургия “hyirurgyíya”)",,,,
jeruhikamer,derived,b,,FALSE,"operating room, operating theater",,operaciejo,quirófano,,,,,,kamer,jeruhi + -kamer,,,,
jeruhili,derived,t,,FALSE,surgical; surgically,,"ĥirurgia, kirurgia; ĥirurgie, kirurgie",quirúrgico; quirúrgicamente,,,,,,,jeruhi + -li,,,,
jeruhiyen,derived,b,,FALSE,surgeon,,"ĥirurgo, kirurgo",cirujano,,,,,,,jeruhi + -yen,,,,
jestu,root,b.oj,,TRUE,gesture; gesticulate,,gesto; gesti,gesto; gesticular,,,,,,,"Englisa (gesture), Espanisa (gesto), Fransesa (geste), Rusisa (жест “jést”), Doycisa (Geste), Indonesisa (gestur), Hindi (चेष्टा “cexta”), Niponsa (ジェスチャー “jesuca”), Turkisa (jest), Hangusa (제스처 “jesuco”), Parsisa (ژست “žest”)",,,,
jeti,root,b.oj,,TRUE,throw; throw,,ĵeto; ĵeti,"tiro, lanzamiento; tirar, lanzar",,,,,,,"Englisa (projectile), Fransesa (jeter, projectile), Doycisa (Projektil), Espanisa (proyectil), Italisa (getto, getti)",,,,
ji,root,l,,TRUE,and,,kaj,"y, e, et, &",,,,,,,"Putunhwa (和 “hé”, 及 “jí”), Espanisa (y), Rusisa (и “yi”)",,,,
ji max ete,phrase,l jm,,FALSE,"et cetera, etc., and so on, and so forth",,"kaj tiel plu, kaj cetere","etcétera (_seres vivos_), y así (sucesivamente), y más",,,,,,,"ji, max, ete",,,,
ji max oto,phrase,l jm,,FALSE,"et cetera, etc., and so on, and so forth",,"kaj tiel plu, kaj cetere","etcétera (_cosas_), y así (sucesivamente), y más",,,,,,,"ji, max, oto",,,,
ji max te,phrase,l jm,,FALSE,"et cetera, etc., and so on, and so forth",,"kaj tiel plu, kaj cetere",y más (_ser vivo_),,,,,,,"ji, max, te",,,,
ji max to,phrase,l jm,,FALSE,"et cetera, etc., and so on, and so forth","et cetera, etc., and so on, and so forth, forth","kaj tiel plu, ktp.",y más (_cosa_),,,,,,,"ji, max + to",,,,
ji pia,phrase,l jm,,FALSE,"and also, as well as",,"kaj ankaŭ, plie","y también, así como",,,,,,,"ji, pia",,,,
Jibuti,proper word,su n,,TRUE,Djibouti,,Ĝibutio,Yibuti,,,,,,dexa,"Somalisa (Jabuuti), Kafarsa (Yibuuti), Arabisa (جيبوتي “Jībūtī”), Fransesa (Djibouti)",,,,
jidi,root,t,,TRUE,"serious, earnest; seriously, earnestly",,serioza; serioze,"serio, sincero; seriamente, en serio, sinceramente",,,,,,,"Arabisa (جدي “jidi”), Parsisa (جدی “jedi”), Turkisa (ciddi)",,,,
jidiya,derived,b,,FALSE,"seriousness, earnestness",,seriozeco,"seriedad, gravedad",,,,,,,jidi + -ya,,,,
jigam,root,b.oj,,TRUE,"intuition, (gut) feeling, hunch; intuit, intuitively know, feel",,"intuicio, intuo; intuicie scii, intuicii",intuición; intuir,,,,,,,"Putunhwa (直感 “jigan”), Niponsa (直感 “cokan”), Vyetnamsa (trực cảm), Hangusa (직감 “jikgam”)",,,,
jijon,root,b.oj,,TRUE,"hit; hit (_target, etc._)",,trafo; trafi,"acierto; dar en el blanco, acertar",,,,,,,Putunhwa (击中 “jí zhòng”),,,,
jileko,root,b,,TRUE,"waistcoat, vest, gilet",,veŝto,chaleco,,,,,,labas,"Englisa (gilet), Espanisa (chaleco), Fransesa (gilet), Rusisa (жилет “jilyét”), Doycisa (Gilet), Pilipinasa (tsaleko), Masrili Arabisa (چيليه “jileh”), Turkisa (yelek), Vyetnamsa (gi-lê), Parsisa (ژیله “jile”, جلیقه “jelike”)",,,,
jinam,root,b,,TRUE,saddle,,selo,"montura, silla de montar",,,,,,,"Hindi (ज़ीन “jin”), Telugusa (జీనము “jinamu”), Parsisa (زین “zin”), Indonesisa (jin)",,,,
jine,root,b,,TRUE,"gin, genever, jenever",,ĝino,ginebra,,,,,,gluxey,"Englisa (gin, jenever), Espanisa (ginebra), Fransesa (gin, genièvre), Rusisa (джин “djín”), Doycisa (Gin), Nederisa (jenever), Indonesisa (jenever), Pilipinasa (hinebra), Putunhwa (金酒 “jin jyu”), Hindi (जिन “jin”), Arabisa (جِين “jin”), Niponsa (ジン “jin”), Turkisa (cin), Vyetnamsa (진 “jin”), Swahilisa (jini)",,,,
jingen,root,b,,TRUE,"proverb, adage, byword, aphorism, saying",,proverbo,"proverbio, dicho, refrán, adagio, lema, aforismo",,,,,,,"Putunhwa (箴言 “jenyen”, 名言 “mingyen”), Niponsa (箴言 “xingen”), Vyetnamsa (châm ngôm)",,,,
jingo,root,b.oj,,TRUE,"warning; warn, caution",,averto; averti,"advertencia, aviso; advertir, avisar",,,,,,,"Putunhwa (警告 “jǐnggào”), Hangusa (경고 “gyeong-go”)",,,,
jinji,root,t,,TRUE,"straight, direct; directly",,rekta; rekte,"derecho, directo; directamente",,,,,,,"Putunhwa (迳直 “jìng zhí”), Hangusa (직진 “jigjin”)",,,,
jinmaku,root,b,,FALSE,vein,,vejno,vena,,,,,,jismulogi,"Putunhwa (静脉 “jingmay”), Hangusa (정맥 “jongmek”), Niponsa (静脈 “jōmyaku”), Vyetnamsa (tĩnh mạch)",,,,
jinsen,root,b,,TRUE,ginseng,,ginsengo,"_ginseng_, _Panax_",,,,,,planta,"Englisa (ginseng), Espanisa (ginseng), Fransesa (ginseng), Rusisa (женьшень “jenyxény”), Doycisa (Ginseng), Indonesisa (ginseng), Pilipinasa (dyinseng), Hindi (जिनसेंग “jinseng”), Arabisa (جِينْسِنْغ “jinsinḡ”), Telugusa (ಜಿನ್‌ಸೆಂಗ್‌ “jinseng”), Turkisa (ginseng), Parsisa (جینسنگ “jinseng”), Putunhwa (人参 “renxen”), Niponsa (人参 “ninjin”), Vyetnamsa (nhân sâm), Hangusa (인삼 “insam”)",,,,
jinsu,root,b,,TRUE,(pair of) jeans,,"ĝinzo, ĵinzo","(pantalón) vaquero, _jeans_, pantalón de mezclilla",,,,,,labas,"Englisa (jeans), Espanisa (jeans), Fransesa (jeans), Doycisa (Jeans), Pilipinasa (jeans), Swahilisa (jeans, jinzi), Rusisa (джинсы “djínsi”), Indonesisa (jins), Hindi (जीन्स “jins”), Arabisa (جِينْز “jinz”), Niponsa (ジーンズ “jinzu”), Telugusa (జీన్స్ “jins”), Turkisa (blucin), Hangusa (진 “jin”), Parsisa (جین “jin”)",,,,
jipu,root,b,,TRUE,jeep,,ĵipo,_jeep_,,,,,,calyo,"Englisa (jeep), Espanisa (jeep), Fransesa (jeep), Doycisa (Jeep), Rusisa (джип “djíp”), Indonesisa (jip), Pilipinasa (dyip), Putunhwa (吉普 “jipu”), Hindi (जीप “jip”), Arabisa (جِيب “jib”), Niponsa (ジープ “jipu”), Telugusa (జీబ్ “jib”), Turkisa (cip “jip”), Hangusa (지프 “jipu”), Vyetnamsa (xe jíp), Parsisa (جیپ “jip”), Swahilisa (jip)",,,,
jirafa,root,b,,TRUE,"giraffe, _Giraffa_",,ĝirafo,"jirafa, _Giraffa_",,,,,,hewan,"Englisa (giraffe), Fransesa (girafe), Doycisa (Giraffe), Rusisa (жираф “jiráf”), Espanisa (jirafa), Indonesisa (jerapah), Pilipinasa (hirapa), Niponsa (ジラフ “jirafu”), Hangusa (지라프 “jirapeu”), Hindi (जिराफ “jirāph”), Telugusa (జిరాఫీ “jirāphī”), Arabisa (زرافة “zarāfa”), Parsisa (زرافه “zarâfe”), Turkisa (zürafa)",,,,
jismu,root,b,,TRUE,body,,korpo,cuerpo,,,,,,,"Arabisa (جسم “jism”), Parsisa (جسم “jesm”), Hindi (जिस्म “jism”)",,,,
jismukanu,derived,b,,FALSE,torso,,"torso, trunko",torso,,,,,,,jismu + kanu,,,,
jismuli,derived,t,,FALSE,"bodily, physical; bodily, physically",,korpa; korpe,"corporal, físico",,,,,,,jismu + -li,,,,
jismulogi,derived,b,,FALSE,anatomy,,"anatomio, korposcienco",anatomía,,,,,,,jismu + -logi,,,,
jivaki,root,b,,TRUE,"mercury (_element_), Hg",,hidrargo,"mercurio (_elemento_), Hg",,,,,,kimikali monlari,"Arabisa (زِئْبَق “zibak”), Turkisa (cıva), Parsisa (جیوه “jive”), Swahilisa (zebaki)",,,,
jiwa,root,b.nenoj,,TRUE,life; live,,vivo; vivi,vida; vivir,,,,,,,"Rusisa (жив- “jiv-”), Hindi (जीवन “jivan”), Indonesisa (jiwa), Telugusa (జీవము “jīvamu”), Pilipinasa (diwà)",,,,
jiwagrafi,derived,b,,FALSE,biography,,biografio,biografía,,,,,,,jiwa + -grafi,,,,
jiwajotay,derived,b,,FALSE,"standard of life, standard of living",,vivnivelo,"estándar de vida, nivel de vida",,,,,,,jiwa + jotay,,,,
jiwane,derived,t,,FALSE,"alive, living, live",,"viva, vivanta; vivante","vivo, viviente",,,,,,,jiwa + -ne,,,,
jiwapul,derived,t,,FALSE,live,,viva; vive,"vivo, viviente",,,,,,,jiwa + -pul,,,,
jixi,root,b.oj,,TRUE,"knowledge; know, know how (to)",,scio; scii,conocimiento; saber,kompara: kone,,,,,modaliya,"Putunhwa (知识 “zhīshì”), Hangusa (지식 “jishig”), Niponsa (知識 “chishiiki”)",,,,
jixifil,derived,t,,FALSE,curious; curiously,,sciema; scieme,curioso (_que quiere saber_); curiosamente,,,,,,ganjon,jixi + -fil,,,,
jixigi,derived,b.oj,,FALSE,"notification, notice; let know, notify",,"sciigo, avizo; sciigi, avizi","notificación, noticia; notificar, hacer saber",,,,,,,jixi + -gi,,,,
jixilogi,derived,b,,FALSE,epistemology,,"sciteorio, epistemologio, gnoseologio",epistemología,,,,,,,jixi + -logi,,,,
jixipel,derived,b.oj,,FALSE,make wonder,"wonder, make wonder",scivoligo; scivoligi,"intriga; intrigar(le a), dar curiosidad (a)",,,,,,,jixi + -pel,,,,
jixipeldo,derived,t,,FALSE,curious; curiously,,scivola; scivole,"curioso, intrigado; curiosamente",,,,,,,jixi + -pel + -do,,,,
jixivole,derived,b.oj,,FALSE,curiosity; wonder,,scivolo; scivoli,"curiosidad; tener curiosidad (sobre), preguntarse, querer saber",,,,,,,jixi + vole,,,,
jogay,root,b,,TRUE,"handicap, disability, impediment, impairment, disorder",,"handikapo, malkapablo, miskapablo","discapacidad, desorden, trastorno",,,,,,medis,"Putunhwa (障碍 “jangay”), Niponsa (障害 “xogay”), Hangusa (장애 “jange”)",,,,
jojiha,root,b,,FALSE,"hedgehog, _Erinaceinae_",,erinaco,"erizo, _Erinaceinae_",,,,,,hewan,"Rusisa (ёжик “yójik”, ежиха “yejíha”), Parsisa (ژوژه “jujeh”)",,,,
jojiki,root,b,,TRUE,"tissue (_biology_), -histo",,histo,tejido (_biología_),,,,,,,"Putunhwa (组织 “dzuji”), Niponsa (組織 “soxiki”), Hangusa (조직 “jojik”)",,,,
jongere,root,b,,FALSE,"cicada, _Cicadoidea_",,cikado,"cigarra, chicharra, chiquilichi, cocora, cocorrín, cogollo, coyoyo, coyuyo, ñe, campanero, tococo, totorrón, _Cicadoidea_",,,,,,"hewan, koncun","Indonesisa (tonggeret), Hindi (झींगुर “jingur”, झीँगुर “jingur”), Parsisa (زنجره “zanjere”)",,,,
jongu,root,b,,TRUE,species,,specio,especie,,,,,,,"Putunhwa (种 “zhǒng”), Hangusa (종 “jong”), Vyetnamsa (giống)",,,,
jonlyoku,root,b.oro,agentless,FALSE,"tension; tension, tense, stretch",,streĉo; streĉi,"tensión, estiramiento; tensar, tensionar, estirar, tensarse, tensionarse, estirarse",,,,,,fisika,"Putunhwa (张力 “jangli”), Hangusa (장력 “jangnyok”), Niponsa (張力 “coryoku”), Vyetnamsa (trương lực)",,,,
jotay,root,b,,TRUE,"condition, state",,"farto, stato, kondiĉo (en bona kondiĉo)","condición, estado; estar, irle (_estar en determinado estado_), pasarla",,,,,,,"Putunhwa (状态 “zhuàngtài”), Niponsa (状態 “jōtai”)",,,,
jovari,root,b,,FALSE,sorghum,,sorgo,"sorgo, zahína, sahína, saina, alcandía, maicillo, maíz de Guinea, mazamorra del Perú, adaza, mijo grande, milo, panizo negro, _Sorghum_",,,,,,"yamxey, danyam","Hindi (ज्वार “jvar”, जवार “javar”, जुवार “juvar”), Arabisa (جَاوَرَس “jawaras”), Parsisa (جواری “jovâri”)",,,,
jowey,root,b,,TRUE,"surroundings, environment",,"ĉirkaŭaĵoj, ĉirkaŭejo, medio","entorno, alrededor",,,,,,,"Putunhwa (周围 “zhōuwéi”), Hangusa (주위 “juwi”)",,,,
joxu,root,b.oro,,TRUE,"enthusiasm, excitement, zeal; enthuse, excite, feel enthused, feel excited",,"entuziasmo, ekscito; entuziasmi, ekciti, esti entuziasmita, esti ekcitita","entusiasmo, emoción; entusiasmar, emocionar, entusiasmarse, emocionarse",,,,,,ganjon,"Hindi (जोश “jox”), Turkisa (coşku), Niponsa (情熱 “jonetsu”), Parsisa (جوشش “joxex”)",,,,
joxudo,derived,t,,FALSE,"excited, enthusiastic; excitedly, enthusiastically",,"ekscitita, entuziasma","emocionado, ansioso, entusiasmado",,,,,,,joxu + -do,,,,
joxufil,derived,t,,FALSE,"enthusiastic, cheerful; enthusiasticly, cheerfully",,"entuziasmema, gaja",entusiasta,,,,,,,joxu + -fil,,,,
joxupul,derived,t,,FALSE,"enthusiastic, eager; enthusiastically, eagerly",,entuziasma; entuziasme,"emocionado, ansioso, entusiasmado",,,,,,,joxu + -pul,,,,
jozi,root,b,,TRUE,nut (_food_),,nukso,"nuez, núcula, clusa, fruto seco indehiscente",kompara: hodaw,,,,,yamxey,"Arabisa (جوز “jawz”), Swahilisa (jozi)",,,,
jubin,root,b,,TRUE,cheese,,fromaĝo,"queso, formaje",,,,,,yamxey,"Arabisa (جبن “jubn”), Swahilisa (jibin)",,,,
judan,root,b,,TRUE,bullet,,kuglo,bala,,,,,,xey,"Putunhwa (子弹 “zǐdàn”), Niponsa (銃弾 “judan”), Vyetnamsa (đạn)",,,,
juhudi,root,b.oj,,TRUE,"effort; put forth effort (to, towards), strive (for)",,klopodo; klopodi,esfuerzo; esforzarse,,,,,,,"Arabisa (جهد “juhd”), Parsisa (جهد “jahd”), Swahilisa (juhudi)",,,,
jui,root,b.oj,,TRUE,"attention; pay attention (to), acknowledge",,atento; atenti,"atención; poner atención (a), atender",,,,,,,"Putunhwa (注意 “zhùyì”), Hangusa (주의 “juui”), Niponsa (注意 “chūi”), Vyetnamsa (chú ý)",,,,
juigi,derived,b.oj,,FALSE,point out,"point, point out",atentigo; atentigi,"concienciación, concientización; concienciar, concientizar",,,,,,,jui + -gi,,,,
juilaye,derived,t,,FALSE,"remarkable, notable (_worthy of attention_); remarkably, notably",,atentinda; atentinde,notable,,,,,,,jui + -laye,,,,
juine,derived,t,,FALSE,attentive; attentively,,atenta; atente,atento; atentamente,,,,,,,jui + -ne,,,,
juioko,derived,b.oj,,FALSE,"observe, look, watch",,"observo, spektado; observi, spekti",observación; observar,,,,,,,jui + oko,,,,
juiore,derived,b.oj,,FALSE,listen (_attentively_),,aŭskulto; aŭskulti,escuchar,,,,,,,jui + ore,,,,
juipul,derived,t,,FALSE,"careful, cautious; carefully, cautiously",,zorga; zorge,"cuidadoso, cauteloso; cuidadosamente, cautelosamente",,,,,,,jui + -pul,,,,
juitim,derived,b,,FALSE,"audience, spectators","audience, spectator, spectators","atentantaro, aŭskultantaro, spektantaro, aŭdienco","audiencia, espectadores",,,,,,,jui + -tim,,,,
juitimdom,derived,b,,FALSE,auditorium,,"aŭskultejo, aŭditorio",auditorio,,,,,,,jui + -tim + -dom,,,,
jujwe,root,b.oj,,TRUE,"chewing, mastication; chew",,maĉo; maĉi,masticación; masticar,,,,,,,Putunhwa (咀嚼 “jǔjué”),,,,
jujwegomi,derived,b,,FALSE,chewing gum,,maĉgumo,"goma de mascar, chicle",,,,,,,jujwe + gomi,,,,
jul,root,b,,TRUE,"joule, J",,ĵulo,"_joule_ (_unidad de energía_), julio, J",,Joule,,,,meterya,"Englisa (joule), Espanisa (joule, julio), Fransesa (joule), Rusisa (джоуль “djóuly”), Doycisa (Joule), Indonesisa (joule), Pilipinasa (joule), Putunhwa (焦耳 “jyawer”), Hindi (जौल “jaul”), Arabisa (جُول “jul”), Niponsa (ジュール “juru”), Telugusa (జౌలు “jaulu”), Turkisa (jul), Hangusa (줄 “jul”), Vyetnamsa (jun, joule), Parsisa (ژول “jul”), Swahilisa (jouli)",,joule,джоуль,焦耳
jula,root,t,,TRUE,"apart, separate; separately",,aparta; aparte,"separado; separadamente, aparte, (por) separado",,,,,,,"Putunhwa (距离 “jùlí”), Hindi (जुदा “juda”)",,,,
julacu,derived,b.nenoj,,FALSE,separate (_get separated_),,apartiĝo; apartiĝi,separarse,,,,,,,jula + -cu,,,,
julagi,derived,b.oj,,FALSE,separation; separate,,apartigo; apartigi,separación; separar,,,,,,,jula + -gi,,,,
jularesta,derived,b.oj,,FALSE,avoid (_stay apart from_),,"aparta resto; aparte resti, eviti","evitación, evasión, distanciamiento; evitar, evadir, distanciar, mantenerse lejos",,,,,,,jula + resta,,,,
julaya,derived,b,,FALSE,separation,,aparteco,separación,,,,,,,jula + -ya,,,,
