Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
labasgi,derived,b.oj,,FALSE,dress,,vestado; vesti,vestir,,,,,,,labas + -gi,,,,
label,root,b.oj,,TRUE,"label, tag; label, tag",,"etikedo, marko; etikedi, marki",etiqueta; etiquetar,,,,,,xey,"Englisa (label), Fransesa (label), Indonesisa (label), Hindi (लेबल “leybal”), Telugusa (లేబుల్ “leybul”), Niponsa (ラベル “raberu”), Hangusa (레이블 “leybul”), Swahilisa (lebo)",,,,
labirin,root,b,,TRUE,"labyrinth, maze",,labirinto,laberinto,,,,,,dom,"Englisa (labyrinth), Doycisa (Labyrinth), Espanisa (laberinto), Pilipinasa (laberinto), Fransesa (labyrinthe), Rusisa (лабиринт “labirint”), Indonesisa (labirin), Niponsa (ラビリンス “rabirinsu”), Parsisa (لابیرنت “lâbirent”)",,,,
lablabu,root,b,,TRUE,"ivy, _Hedera_",,hedero,"hiedra, _Hedera_",,,,,,planta,"Hindi (लबलब “lablab”), Arabisa (لَبْلَاب “lablab”), Swahilisa (lablabu)",,,,
labya,root,b,,TRUE,lip,,lipo,labio,,,,,,jismulogi,"Englisa (labial, labia), Fransesa (labilal), Espanisa (labio, labial), Doycisa (labial), Hindi (लब “lab”), Parsisa (لب “lab”), Pilipinasa (labi)",,,,
labyali,derived,t,,FALSE,labial; labially,,lipa; lipe,labial,,,,,,,labya + -li,,,,
lafuzu,root,b.oj,,TRUE,pronunciation; pronounce,,"elparolo, prononco; elparoli, prononci",pronunciación; pronunciar,,,,,,,"Arabisa (لفظ “lafaz”, يَلْفِظُ‎‎ “yalfiẓu”), Parsisa (تلفظ “talafoz”), Turkisa (telaffuz)",,,,
lala,root,b.oj,,TRUE,song; sing,,kanto; kanti,canción; cantar,,,,,,,"Englisa (lullaby, la la la), Espanisa (la la la), Parsisa (لالایی “lalayi” - somnolala)",,,,
lalatim,derived,b,,FALSE,"boy band, girlgroup",,"knaba muzikgrupo, knabina muzikgrupo",coro,,,,,,,lala + -tim,,,,
lalayen,derived,b,,FALSE,singer,,"kantisto, kantanto",cantante,,,,,,,lala + -yen,,,,
lama,root,t,,TRUE,"old, longtime",,"malnova, antikva, praa","viejo [-a, -e] (_antónimo de nuevo_)",,,lao,neo,,,"Indonesisa (lama), Pilipinasa (luma)",,,,
lama-,affix,lfik,,TRUE,"ancient, old",,"pra-, malnova, antikva","paleo-, arqueo-",,,,,,,Am oko lama.,,,,
lamabiologi,derived,b,,FALSE,paleontology,,paleontologio,paleontología,,,,,,,lama- + bio + -logi,,,,
lamaje,derived,b.oj,,FALSE,"age; date, measure the age (of)",,"malnoveco; dati, mezuri malnovecon (de)","antigüedad, edad; datar, medir la edad (de)",,,,,,,lama + -je,,,,
lamalogi,derived,b,,FALSE,archaeology,,"arkeologio, arĥeologio",arqueología,,,,,,,lama- + -logi,,,,
lamese,root,b.oj,,TRUE,touch; touch,,tuŝo; tuŝi,"contacto, toque; hacer contacto, tocar",,,,,,,"Arabisa (لَمْس “lams”, لَمْسَة “lamsa”, لَمَسَ “lamasa”), Parsisa (لامسه “lâmese”, لمس “lams”), Turkisa (lamise)",,,,
lamperey,root,b,,FALSE,"lamprey, _Petromyzontiformes_",,petromizo,"lamprea, _Petromyzontiformes_",,,,,,"hewan, mahi","Englisa (lamprey), Espanisa (lamprea), Fransesa (lamproie), Pilipinasa (lampreya, lamprey, lamprea), Indonesisa (lamperi)",,,,
lampu,root,b,,TRUE,lamp,,lampo,lámpara,,,,,,tul,"Englisa (lamp), Fransesa (lampe), Doycisa (Lampe), Rusisa (лампа “lampa”), Espanisa (lámpara), Indonesisa (lanpu), Pilipinasa (lámpara), Hindi (लैंप “lemp”), Niponsa (ランプ “ranpu”), Hangusa (랜프 “renpu”), Hindi (लैम्प “lempa”), Arabisa (لَمْبة “lamba”), Turkisa (lamba)",,,,
lanca,root,b.oro,agentless?,TRUE,launch; launch,,"lanĉo; lanĉiĝi, lanĉi","lanzamiento; lanzar, lanzarse",,,,,,,"Englisa (launch), Espanisa (lanzamiento; lanzar), Fransesa (lancement; lancer), Doycisa (lancieren), Indonesisa (luncur), Malaysisa (lancar), Pilipinasa (lantsa)",,,,
lanetu,root,b.oj,,TRUE,"condemnation, damnation; condemn, sentence, damn, doom",,"kondamno, damno; kondamni, damni","condena, sentencia; condenar, sentenciar",,,,,,,"Arabisa (لَعَنَ “la'ana”), Turkisa (lanetleme), Parsisa (لعنت “la'nat”), Swahilisa (laana, -laani)",,,,
lankan,root,b,,TRUE,"handrail, banister, railing",,"balustrado, manrelo",barandal,,,,,,,"Putunhwa (栏杆 “langan”), Niponsa (欄干 “rankan”), Vyetnamsa (lan can), Hangusa (난간 “nangan”)",,,,
lantanum,root,b,,TRUE,lanthanum,,lantano,"lantano, La",,,,,,kimikali monlari,"Englisa (lanthanum), Putunhwa (鑭 “lan”), Espanisa (lantano), Arabisa (لَنْثَانُوم “lantanum”), Fransesa (lanthane), Rusisa (лантан “lantan”), Indonesisa (lantanum), Doycisa (Lanthan), Niponsa (ランタン “rantan”), Telugusa (లాంథనం “lantanam”), Turkisa (lantan), Hangusa (란탄 “rantan”, 란타늄 “rantanyum”, 란타넘 “rantanam”), Vyetnamsa (lantan), Parsisa (لانتان “lantan”), Swahilisa (lanthani), Pilipinasa (lanatano, lanthanum)",,,,
lao,root,t,,TRUE,old ,,maljuna,"viejo [-a, -e] (_antónimo de joven_)",,,lama,juni,,,"Putunhwa (老 “lǎo”), Vyetnamsa (lão), Niponsa (老 “ro”)",,,,
lao-,affix,lfik,,TRUE,old,,maljuna,"viejo [-a, -e], mayor",,,,,,,Am oko lao.,,,,
laoatre,derived,b,,FALSE,"ancestor, forefather, foremother",,"praulo, praavo, prapatro","ancestro, antepasado",,,,,,,lao- + atre,,,,
laoatrelogi,derived,b,,FALSE,genealogy,,genealogio,genealogía,,,,,,,lao- + atre + -logi,,,,
laocu,derived,b.nenoj,,FALSE,"age, become old, grow old",,maljuniĝo; maljuniĝi,envejecer,,,,,,,lao + -cu,,,,
laoje,derived,b,,FALSE,age,,aĝo,edad; tener (de edad),,,,,,,lao + -je,,,,
laonini,derived,b,,FALSE,tween,,"ekpuberiĝanto, maljunknabo, tujantaŭadoleskulo, interaĝulo","puberto [-a, -e]",,,,,,,lao- + nini,,,,
laoya,derived,b,,FALSE,old age,,"maljuneco, maljunaĝo",vejez,,,,,,,lao + -ya,,,,
laoyen,derived,b,,FALSE,"senior, elderly person",,maljunulo,"(persona) mayor, viejo [-a, -e], viejito [-a, -e]",,,,juniyen,,,lao + -yen,,,,
lari,root,b.oj,,TRUE,"collective group, collection, set, lot; collect",,aro; arigi,"grupo colectivo, colección, conjunto",,,,,,,"Turkisa (-lar), Rusisa (-арь “-ar”), Fransesa (-aire), Espanisa (-ario), Englisa (-ary)",,,,
laringe,root,b,,TRUE,larynx,,laringo,laringe,,,,,,jismulogi,"Englisa (larynx, laryngitis), Espanisa (laringe), Fransesa (larynx, laryngite), Rusisa (ларингит “laringít”), Doycisa (Laryngitis), Indonesisa (laring), Pilipinasa (laringhitis), Turkisa (larenjit), Parsisa (لارنژیت “larenjit”)",,,,
larva,root,b,,TRUE,larva,,larvo,larva,,,,,,hewan,"Englisa (larva), Espanisa (larva), Indonesisa (larva), Turkisa (larva), Fransesa (larve), Doycisa (Larve), Pilipinasa (larba), Parsisa (لارو “larv”), Swahilisa (lava)",,,,
laser,root,b,,TRUE,laser,,lasero,láser,,,,,,,"Englisa (laser), Fransesa (laser), Doycisa (Laser), Indonesisa (laser), Pilipinasa (laser), Espanisa (láser), Rusisa (лазер “lazer”), Hindi (लेज़र “lezar”), Arabisa (لَيْزِر‎ “layzir”), Niponsa (レーザー “reza”), Telugusa (లేజర్ “lejar”), Turkisa (lazer), Hangusa (레이저 “reyjo”), Vyetnamsa (la-de), Parsisa (لیزر‎ “leyzer”), Swahilisa (leza)",,,,
latex,root,b,,TRUE,latex,,latekso,látex,,,,,,materyal,"Englisa (latex), Fransesa (latex), Doycisa (Latex), Rusisa (латекс “lateks”), Espanisa (látex), Arabisa (لاتكس “latiks”), Turkisa (lateks), Niponsa (ラテックス “ratekkusu”)",,,,
Latin,proper word,su t,,TRUE,Latin,,latina; latine,"latino [-a, -e]",,,,,,,"Doycisa (lateinisch), Englisa (Latin), Espanisa (latín), Fransesa (latin), Rusisa (латинский “latinskiy”), Arabisa (لَاتِينِيّ “latiniy”), Parsisa (لاتین “lâtin”), Hindi (लातिन “latin”), Telugusa (లాటిను “latinu”), Indonesisa (Latin), Pilipinasa (Latín), Turkisa (Latince), Swahilisa (Kilatini), Putunhwa (拉丁 “lading”), Niponsa (ラテン “raten”), Hangusa (라틴 “ratin”), Vyetnamsa (Latinh)",,,,
Latinsa,derived,b,,FALSE,Latin (language),,"latino, la latina lingvo",(idioma) latín,,,,,,basa,Latin + -sa,,,,
Latinyen,derived,b,,FALSE,"Latina, Latino, Latin person",,latinamerikano,"latino [-a, -e] (_persona_)",,,,,,,Latin + -yen,,,,
Latvi,proper word,su n,,TRUE,Latvia,,"Latvio, Latvujo",Letonia,,,,,,dexa,Latvisa (Latvija),,,,
Latvisa,derived,b,,FALSE,Latvian (language),,la latva (lingvo),(idioma) letón,,,,,,basa,Latvi + -sa,,,,
Latviyen,derived,b,,FALSE,Latvian (person),,latvo,"letón [a, e] (_persona_)",,,,,,,Latvi + -yen,,,,
lava,root,b,,TRUE,lava,,lafo,lava,,,,,,,"Englisa (lava), Espanisa (lava), Doycisa (Lava), Indonesisa (lava), Pilipinasa (laba), Swahilisa (lava), Fransesa (lave), Rusisa (лава “lava”), Hindi (लावा “lava”), Arabisa (لَابَة “laba”), Niponsa (ラヴァ “rava”), Telugusa (లావా “lava”), Turkisa (lav)",,,,
lavenda,root,b,,TRUE,"lavender (flower), _Lavandula_",,lavendo,"lavanda, _Lavandula_",,,,,,planta,"Englisa (lavender), Espanisa (lavanda), Fransesa (lavande), Rusisa (лаванда “lavanda”), Doycisa (Lavadel), Indonesisa (lavander), Pilipinasa (labender), Niponsa (ラベンダー “rabenda”), Turkisa (lavanta), Hangusa (라벤더 “rabendo”)",,,,
lawfen,root,b.oj,,TRUE,"bother, annoyance, vexation; bother, annoy, vex, bug",,"ĝeno, ĉagreno; ĝeni, ĉagreni","molestia; molestar, irritar",,,,,,,"Putunhwa (劳神 “láoshén”), Vyetnamsa (làm phiền)",,,,
lawfenne,derived,t,,FALSE,annoying; annoyingly,,"ĝena, ĉagrena; ĝene, ĉagrene","fastidioso [-a, -e], molesto [-a, -e], irritante",,,,,,,lawfen + -ne,,,,
Lawi,proper word,su n,,TRUE,Laos,,Laoso,Laos,,,,,,dexa,Lawisa (ລາວ “Lāo”),,,,
Lawisa,derived,b,,FALSE,Lao (language),,la laosa (lingvo),(idioma) laosiano,,,,,,basa,Lawi + -sa,,,,
lawrensyum,root,b,,TRUE,"lawrencium, Lr",,laŭrencio,"lawrencio, Lr",,,,,,kimikali monlari,"Englisa (lawrencium), Putunhwa (鐒 “law”), Hindi (लोरेनसियम “lorenasiyam”), Espanisa (lawrencio), Arabisa (لُورَنْسِيُوم “loransiyum”), Fransesa (lawrencium), Rusisa (лоуренсий “lourensiy”), Indonesisa (lawrensium), Doycisa (Lawrencium), Niponsa (ローレンシウム “rorenxiumu”), Telugusa (లారెన్షియం “larenxiyam”), Turkisa (lavrensiyum), Hangusa (로렌슘 “rorenxum”), Vyetnamsa (lawrenci, lorenci, lorenxi), Parsisa (لارنسیم “larensiyom”), Swahilisa (lawrensi), Pilipinasa (lawrensyo)",,,,
laxo,root,t,,TRUE,"loose, flaccid, limp; loosely, flaccidly, limply",,"loza, malstrikta, malstreĉita, malkompakta; loze, malstrikte, malstreĉite, malkompakte","flojo [-a, -e], flácido [-a, -e]",,,,tange,,,"Englisa (lax), Fransesa (lâche, las), Doycisa (lax), Espanisa (laxo), Portugalsa (lasso), Parsisa (لق “lak”)",,,,
laye,root,t,,TRUE,worthy,,inda; inde,"digno [-a, -e]",,,,,,,"Arabisa (لَائِق “layk”), Indonesisa (layak), Turkisa (layık), Hindi (लायक “layak”, लाइक़ “layk” - layeya)",,,,
layeya,derived,b.oj,,FALSE,"worth, worthiness, merit; deserve",,"indeco, indo, merito",mérito; merecer,,,,,,,laye + -ya,,,,
lazurdi,root,b,,FALSE,"lapis lazuli, azure",,"lazurito, lazurŝtono",lapislázuli,,,,,,petra,"Englisa (lapis lazuli, azure), Espanisa (lapislázuli, azur), Fransesa (lapis-lazuli, azur), Rusisa (лазурит “lazurit”, лазурь “lazur”), Doycisa (Lapislazuli, Azur), Indonesisa (lazuardi, lapis lazuli), Pilipinasa (lapis lazuli), Hindi (लाजवर्द “lajvard”), Arabisa (لَازُوَرْد “lazuward”, لَازَوَرْد “lazaward”), Niponsa (ラピスラズリ “rapisurazuri”), Keralasa (ലാപിസ് ലസൂലി “lapis lazuli”), Turkisa (lazur taşı, lapis lazuli, lacivert), Parsisa (لاجورد “lâjvard, lâjavard”)",,,,
le,root,par,,TRUE,_past tense marker_,,markilo de estinteca tempo (simile al -is),-ó (_marcador del tiempo pasado_),,,,xa,,,"Putunhwa (了 “le”), Swahilisa (-li-), Rusisa (-л “-l”)",,,,
le abil,derived,f.sah,,FALSE,"could, was able, were able",,povis,pudo,,,,,,,"le, abil",,,,
le du- ,phrase,f par,,FALSE,used (to),,"(iam) kutimis ___i, iam ___adis, antaŭe ___is",solía,,,,,,,"le, du-",,,,
le no,derived,jm,,FALSE,"did not, didn't",,ne ___is,no + -ó (_marcador del tiempo pasado_),,,,xa no,,,"le, no",,,,
le-,affix,lfik,,TRUE,past,,"estinta, pasinta",ante-,,,,xa-,,,Am oko le.,,,,
leaxam,derived,b,,FALSE,eve,,"antaŭvespero, antaŭa vespero",víspera,,,,,,,le- + axam,,,,
lefe,derived,p,,FALSE,"before (_+ noun, -ing_), ago",,antaŭ,"antes de, hace",,,,xafe,,,le- + fe,,,,
lefe dento,phrase,p jm,,FALSE,"beforehand, previously",,"antaŭ tio, antaŭe","previamente, antes de eso",,,,,,,"le- + fe, den + to",,,,
lefe or fe,phrase,p,,FALSE,"by, on or before",,"ĝis, antaŭ or je, je or antaŭ",a más tardar,,,,,,,"lefe, or, fe",,,,
lefe to,phrase,p jm,,FALSE,"previously, formerly, earlier, before then, before that",,"antaŭ tio, antaŭe",antes de ello,,,,xafe to,,,"lefe, to",,,,
lefe-,affix,lfik,,TRUE,"pre-, fore-",,antaŭ-,pre-,,,,xafe-,,,Am oko lefe.,,,,
lefeeskol,derived,b,,FALSE,preschool,,antaŭlernejo,preescolar,,,,,,,le- + fe + eskol,,,,
lefefikso,derived,b,,FALSE,prefix,,"antaŭafikso, prefikso",prefijo; prefijar,,,,,,,le- + fe + fikso,,,,
lefegaminame,derived,b,,FALSE,maiden name,,"fraŭlina nomo, fraŭla nomo","apellido de soltero [-a, -e]",,,,,,,le- + fe + gami + name,,,,
lefejadin,derived,b.oj,,FALSE,"presupposition, presumption; presuppose, presume",,antaŭsupozo; antaŭsupozi,presuposición; presuponer,,,,,,,lefe + jadin,,,,
lefelexi,derived,b,,FALSE,"foreword, preamble",,antaŭparolo,"prólogo, preámbulo, introducción, prefacio, prefación; prologar, introducir",,,,,,,le- + fe + lexi,,,,
lefeloga,derived,b.oj,,FALSE,prediction; predict,,antaŭdiro; antaŭdiri,predicción; predecir,,,,,,,lefe- + loga,,,,
lefeoko,derived,b.oj,,FALSE,foresight; foresee,,antaŭvido; antaŭvidi,previsión; prever,,,,,,,lefe- + oko,,,,
lefeplasilexi,derived,b,,FALSE,preposition,,prepozicio,preposición,,,,,,gramati,le- + fe + plasi + -lexi,,,,
leferesmi,derived,t,,FALSE,"pre-official, tentative; pre-officially, tentatively",,antaŭoficiala; antaŭoficiale,"preoficial, tentativo [-a, -e]; tentativamente",,,,,,,lefe- + resmi,,,,
lefeyam,derived,b.oj,,FALSE,"appetizer; have an appetizer, eat as an appetizer ",,antaŭmanĝo; antaŭmanĝi,aperitivo; comer un aperitivo,,,,,,,lefe- + yam,,,,
lega,root,b,,TRUE,law,,leĝo,ley,,,,,,"politi, profesi","Englisa (legal), Fransesa (légal), Doycisa (legal), Rusisa (легальный “legalniy”), Espanisa (legal), Pilipinasa (legal), Indonesisa (legal)",,,,
legajeni,derived,b,,FALSE,bill (law),,leĝprojekto,"proyecto de ley, propuesta de ley",,,,,,,lega + jeni,,,,
legakal,derived,t,,FALSE,"illegal, lawless; illegally, lawlessly",,"senleĝa, neleĝa, kontraŭleĝa; senleĝe, neleĝe, kontraŭleĝe",ilegal,,,,legapul,,,lega + -kal,,,,
legali,derived,t,,FALSE,legal (_of or relating to the law_),,leĝa (_pri aŭ koncernanta leĝon_); leĝe,legal (_relativo a la ley_),,,,,,,lega + -li,,,,
legalogi,derived,b,,FALSE,"jurisprudence, science of law, philosophy of law, theory of law, law specialty",,"leĝoscienco, juro, leĝo","jurisprudencia, derecho (_ciencia de la ley_)",,,,,,,lega + -logi,,,,
legami,derived,b,,FALSE,ex-spouse,,"eksedzo, eksedzino","exesposo [-a, -e], ex",,,,,,,le- + gami,,,,
legapul,derived,t,,FALSE,legal; legally,,"laŭleĝa, leĝa; laŭleĝe",legal; legalmente,,,,legakal,,,lega + -pul,,,,
legayen,derived,b,,FALSE,"lawyer, attorney",,"advokato, leĝisto","abogado [-a, -e], letrado [-a, -e], licenciado [-a, -e]",,,,,,,lega + -yen,,,,
leim,root,b.oj,,TRUE,glue; glue,,"gluo, gluaĵo; glui","pegamento, pega, cola; pegar",,,,,,,"Doycisa (Leim), Indonesisa (lem), Hindi (लेई “ley”)",,,,
leki,derived,l,,FALSE,before,,antaŭ ol,antes de que,,,,xaki,,,le- + ki,,,,
leli,derived,t,,FALSE,"past, previous, former; previously, formerly, beforehand",,"antaŭa, pasitna, estinta","pasado [-a, -e], anterior",,,,xali,,,le + -li,,,,
lemur,root,b,,FALSE,"lemur, _Lemuroidea_",,lemuro,"lémur, _Lemuroidea_",,,,,,hewan,"Englisa (lemur), Espanisa (lémur), Fransesa (lémur), Rusisa (лемур “lemur”), Doycisa (Lemur), Pilipinasa (lemur), Hindi (लीमर “limar”), Arabisa (لِيمُور “limur”), Tamilsa (வரிவால் லெமூர் “varival lemur”), Parsisa (لمور “lemur”), Swahilisa (lemuri)",,,,
lense,root,b,,TRUE,lens,,lenso,"lente, cristal, luneta",,Linse,,,,,"Englisa (lens), Espanisa (lente), Fransesa (lentille), Rusisa (линза “linza”), Doycisa (Linse), Indonesisa (lensa), Pilipinasa (lente), Hindi (लेंस “lens”), Niponsa (レンズ “renzu”), Turkisa (lens), Hangusa (렌즈 “renju”), Swahilisa (lenzi)",,lentille,,
lenterna,root,b,,TRUE,lantern,,lanterno,farol,,,,,,,"Englisa (lantern), Fransesa (lanterne), Doycisa (Lanterne), Espanisa (linterna), Indonesisa (lenterna), Hindi (लालटेन “lalten”), Niponsa (ランタン “rantan”), Telugusa (లాంతరు “lantaru”), Hangusa (랜턴 “lenton”)",,,,
leopar,root,b,,FALSE,"leopard, _Panthera pardus_",,leopardo,"leopardo, _Panthera pardus_",,,,,,hewan,"Englisa (leopard), Espanisa (leopardo), Fransesa (léopard), Rusisa (леопард “leopard”), Doycisa (Leopard), Pilipinasa (leopardo, leyopardo, lepard), Turkisa (leopar)",,,,
lepresidiyen,derived,b,,FALSE,ex-president,,eksprezidanto,expresidente [-a],,,,,,,le- + presidi + -yen,,,,
Lesutu,proper word,su n,,TRUE,Lesotho,,Lesoto,Lesoto,,Lesotho,,,,dexa,"Lesutusa (Lesotho), Englisa (Lesotho)",,Lesotho,Лесото,莱索托
leta,root,b.oro,movement,TRUE,"lying, laying; lie, be lying, lay",,"kuŝado; kuŝi, kuŝigi","acostar, estar acostado [-a, -e], yacer",,,,estay,,,"Rusisa (лежать “lezhat”), Hindi (लेटना “letana”)",,,,
letali,derived,t,,FALSE,horizontal; horizontally,,horizontala; horizontale,horizontal; horizontalmente,,,,estayli,,,leta + -li,,,,
letuka,root,b,,TRUE,lettuce,,laktuko,"lechuga, _Lactuca sativa_",,,,,,"sabzi, yamxey","Espanisa (lechuga), Fransesa (laitue), Rumanisa (lăptucă), Rusisa (латук “latuk”), Englisa (lettuce), Doycisa (Lattich)",,,,
levita,root,b.oro,movement,TRUE,"levitation; levitate, hover, float (in air)",,"levitacio, ŝvebado; levitacii, ŝvebi, levitaciigi, ŝvebigi","levitación; hacer levitar, levitar",,,,,,,"Englisa (levitation; levitate), Espanisa (levitación; levitar), Fransesa (lévitation), Rusisa (левитация “levitatsiya”), Doycisa (Levitation), Indonesisa (levitasi), Niponsa (レビテーション “rebitexon”), Turkisa (levitasyon)",,,,
levura,root,b.oj,,TRUE,"(brewer's) yeast, leaven, leavening; leaven",,"(bakista) gisto, fermentilo; fermenti",levadura; leudar,,,,,,kokiarte,"Espanisa (levadura), Fransesa (levure), Pilipinasa (lebadura), Parsisa (لوور “levur”)",,,,
lexi,root,b.oj,,TRUE,"word, term; word",,"vorto; vortigi, vortumi","palabra, término; poner en palabras",,,,,,gramati,"Englisa (lexicon, lexical), Fransesa (lexical), Doycisa (lexikalisch), Rusisa (лексический “leksiceskiy”), Espanisa (léxico), Portugalsa (léxico), Pilipinasa (leksiko, leksikograpiya), Niponsa (-詞 “-xi”), Elinisa (λέξη “leksi”)",,,,
lexiasel,derived,b,,FALSE,etymology,,"etimologio, vortdeveno",etimología,,,,,,,lexi + asel,,,,
lexilari,derived,b,,FALSE,"vocabulary, lexicon",,vortaro,vocabulario,,,,,,,lexi + -lari,,,,
lexilogi,derived,b,,FALSE,lexicology,,"leksikologio, vortscienco",lexicología,,,,,,,lexi + -logi,,,,
leximon,derived,b,,FALSE,syllable,,silabo,sílaba,,,,,,,lexi + -mon,,,,
lexiyuxi,derived,b,,FALSE,"word-play, wordplay",,vortludo,juego de palabras,,,,,,,lexi + yuxi,,,,
leya,derived,b.oj,,FALSE,(the) past; be before,,"estinteco, pasinteco; esti antaŭ","pasado; preceder, anteceder, ser antes",,,,xaya,,,le + -ya,,,,
Liberi,proper word,su n,,TRUE,Liberia,,"Liberio, Liberia",Liberia,,,,,,dexa,Englisa (Liberia),,,,
Libi,proper word,su n,,TRUE,Libya,,Libio,Libia,,,,,,dexa,Arabisa (ليبيا‎ “Lībiyā”),,,,
Libili,derived,t,,FALSE,Libyan,,libia,"libio [-a, -e]",,,,,,,Libi + -li,,,,
Libiyen,derived,b,,FALSE,Libyan (person),,libiano,"libio [-a, -e] (_persona_)",,,,,,,Libi + -yen,,,,
lici,root,b,,TRUE,"lychee, litchi (fruit)",,liĉio,"lichi, _Litchi chinensis_",,,,,,"fruta, yamxey","Englisa (lychee), Espanisa (lichi), Fransesa (letchi, litchi), Rusisa (личи “lici”), Doycisa (Litschi), Indonesisa (leci), Pilipinasa (litsiyas), Putunhwa (荔枝 “liji”), Hindi (लीची “lici”), Arabisa (ليتشي “litxi”), Niponsa (茘枝 “reixi”), Tamilsa (விளச்சி “vilaci”), Turkisa (liçi), Hangusa (리치 “rici”)",,,,
lide,root,b.oj,,TRUE,"lead, direction, conduction; lead, direct, conduct",,"konduko, direkto, gvidado; konduki, direkti, gvidi","dirección, conducción; dirigir, conducir",,,,,,,"Englisa (leader, lead), Fransesa (leader), Doycisa (Leiter, leiten), Rusisa (лидер “lider”), Espanisa (líder), Turkisa (lider), Pilipinasa (lider), Niponsa (リーダー “rida”), Hangusa (리더 “rido”)",,,,
lideyen,derived,b,,FALSE,"leader, director, conductor",,"kondukanto, direktanto, direktisto, direktoro, gvidanto","líder, lideresa, director [a, e], dirigente, conductor [a, e]",,,,,,,lide + -yen,,,,
lifafa,root,b.oj,,TRUE,"envelope, wrapping; envelop, wrap",,"koverto, envolvaĵo; envolvi, ĉirkaŭvolvi","envoltura, sobre; envolver",,,,,,,"Hindi (लिफ़ाफ़ा “lifafa”), Arabisa (لِفَافَة “lifafa”), Parsisa (لفاف “lefâf”)",,,,
lifti,root,b.oj,,TRUE,"lift, raising; lift, raise",,levo; levi,"levantar, alzar, cargar",,,,,,,"Englisa (lift, lifting), Doycisa (Lift - elevator), Rusisa (лифт “lift” - elevator), Hindi (लिफ़्ट “lift” - liftitora)",,,,
liftitora,derived,b,,FALSE,elevator,,lifto,"elevador, ascensor",,,,,,,lifti + -tora,,,,
liftitul,derived,b,,FALSE,lever,,levilo,palanca,,,,,,,lifti + tul,,,,
lihemu,root,b.oj,,TRUE,"welding, soldering; weld, solder",,"veldo, luto; veldi, luti",soldadura; soldar ,,,,,,,"Arabisa (لحام “liham”, لَحْم “lahm”, لَحَمَ “lahama”), Turkisa (lehim), Parsisa (لحیم “lahim”), Swahilisa (lehemu)",,,,
Lihtenstayn,proper word,su n,,TRUE,Liechtenstein,,Liĥtenŝtejno,Liechtenstein,,,,,,dexa,Doycisa (Liechtenstein),,,,
Lihtenstaynli,derived,t,,FALSE,Liechtensteinian,,liĥtenŝtejna,"liechtensteiniano [-a, -e]",,,,,,,Lihtenstayn + -li,,,,
Lihtenstaynyen,derived,b,,FALSE,Liechtensteiner,,liĥtenŝtejnano,"liechtensteiniano [-a, -e] (_persona_)",,,,,,,Lihtenstayn + -yen,,,,
lijun,root,b.oj,,TRUE,profit (_economics_); profit,,profito (ekonomika),"ganancia (_economía_), beneficio",,,,,,ekonomi,"Putunhwa (利润 “lirun”), Niponsa (利潤 “rijun”), Vyetnamsa (lợi nhuận), Hangusa (이윤 “iyun”)",,,,
lika,root,b.oj,,TRUE,lick; lick,,leko; leki,lamida; lamer,,,,,,,"Arabisa (لعق “laeq”), Englisa (lick), Fransesa (lécher), Italisa (leccata, leccare), Doycisa (lecken), Rusisa (лизать “lizat”), Parsisa (لیس “lis”), Ivrisa (לִקֵּק “likek”)",,,,
likakendi,derived,b,,TRUE,lollipop,,"lekbombono, stangobombono",paleta,,,,,,yamxey,lika + kendi,,,,
likwido ,root,b.oro,agentless,TRUE,"liquid, fluid; liquify",,"likvo; ligviĝi, likvigi","líquido; liquidar, licuar, fundir, derretir, liquidarse, licuarse, fundirse, derretirse",,,,,,,"Englisa (liquid), Fransesa (liquide), Doycisa (Liquidität), Rusisa (ликвидный “likvidniy”), Espanisa (líquido, licuar), Turkisa (likit), Indonesisa (likuiditas), Pilipinasa (likido), Niponsa (リキッド “rikiddo”)",,,,
likwidocu,derived,b.nenoj,,FALSE,liquify,,ligviĝo; ligviĝi,"licuarse, hacerse líquido [-a, -e]",,,,,,,likwido + -cu,,,,
lil,root,t,,TRUE,"little, small, minor, slight; minorly, slightly",,"eta, malgranda; ete, malgrande","pequeño [-a, -e], chico [-a, -que]",,,,day,,,"Englisa (little), Pilipinasa (liit), Danisa (lille), Hawayisa (liʻiliʻi)",,,,
lil-,affix,lfik,,TRUE,"small, little, few, soft",,"-et-, malgranda","-illo [-a, -e]",,,,day-,,,Am oko lil.,,,,
lilaku,root,b,,TRUE,"lilac, _Syringa_",,"lilako, siringo","lila, _Syringa_",,,,,,planta,"Englisa (lilac), Espanisa (lila), Fransesa (lilas), Doycisa (Lila), Indonesisa (lila), Pilipinasa (lila), Hindi (नीलक “nilak”), Arabisa (لَيْلَك “laylak, lilak”), Niponsa (ライラック “rairaku”, リラ “rira”), Telugusa (నీలము “nilamu”), Turkisa (leylak), Hangusa (라일락 “rayllak”)",,,,
lilalogi,derived,b.oj,,FALSE,"modification, adjustment; modify, adjust",,"ŝanĝeto, modifo, agordo; ŝanĝeti, modifi, agordi","modificación, ajuste; modificar, ajustar",,,,,,,lil- + alo + -gi,,,,
